name, lat (degrees), lon (degrees), alt (feet), trk (degrees), gs (knots), vs (f/m), time (s)
TRAF2, 37.01953656, -76.59100658, 656.36590000, 171.22181381, 29.99998901, 0.00000000, 694.0
TRAF1, 37.02443417, -76.59533912, 656.36590000, 128.55753041, 25.18538349, 0.00000000, 694.0
TRAF3, 37.01867307, -76.59394687, 703.34040171, -41.68849292, 27.53526641, 61.99536845, 695.0
TRAF2, 37.01940442, -76.59095513, 656.36590000, 154.24499637, 29.99998901, 0.00000000, 695.0
TRAF1, 37.02436150, -76.59522492, 656.36590000, 128.55759918, 25.18538349, 0.00000000, 695.0
TRAF3, 37.01877817, -76.59406038, 704.37365786, -36.90943193, 34.99995923, 61.99536845, 696.0
TRAF2, 37.01929003, -76.59085760, 656.36590000, 137.26817892, 29.99998901, 0.00000000, 696.0
TRAF1, 37.02428882, -76.59511072, 656.36590000, 128.55766795, 25.18538349, 0.00000000, 696.0
TRAF3, 37.01877817, -76.59406038, 704.37365786, -36.90943193, 34.99995923, 61.99536845, 697.0
TRAF2, 37.01909826, -76.59061769, 656.36590000, 134.94941844, 26.64329588, 0.00000000, 697.0
TRAF1, 37.02421614, -76.59499651, 656.36590000, 128.55773672, 25.18538349, 0.00000000, 697.0
TRAF3, 37.01891863, -76.59416046, 705.40691400, -22.35786249, 34.99995923, 61.99536845, 698.0
TRAF2, 37.01909826, -76.59061769, 656.36590000, 134.94941844, 26.64329588, 0.00000000, 698.0
TRAF1, 37.02414347, -76.59488231, 656.36590000, 128.55780549, 25.18538349, 0.00000000, 698.0
TRAF3, 37.01907467, -76.59421313, 706.44017014, -7.80629306, 34.99995923, 61.99536845, 699.0
TRAF2, 37.01892888, -76.59040519, 656.36590000, 134.95041499, 25.85214852, 0.00000000, 699.0
TRAF1, 37.02407079, -76.59476810, 656.36590000, 128.55787425, 25.18538349, 0.00000000, 699.0
TRAF3, 37.01939549, -76.59424247, 708.50668242, -3.91491785, 34.70504617, 61.99536845, 700.0
TRAF2, 37.01884432, -76.59029910, 656.36590000, 134.95047886, 25.85214852, 0.00000000, 700.0
TRAF1, 37.02399811, -76.59465390, 656.36590000, 128.55794302, 25.18538349, 0.00000000, 700.0
TRAF3, 37.01955579, -76.59425621, 709.53993856, -3.91492612, 34.70504617, 61.99536845, 701.0
TRAF2, 37.01875977, -76.59019301, 656.36590000, 134.95054273, 25.85214852, 0.00000000, 701.0
TRAF1, 37.02392544, -76.59453970, 656.36590000, 128.55801179, 25.18538349, 0.00000000, 701.0
TRAF3, 37.01971609, -76.59426995, 710.57319470, -3.91493440, 34.70504617, 61.99536845, 702.0
TRAF2, 37.01867521, -76.59008692, 656.36590000, 134.95060660, 25.85214852, 0.00000000, 702.0
TRAF1, 37.02385276, -76.59442550, 656.36590000, 128.55808056, 25.18538349, 0.00000000, 702.0
TRAF3, 37.01987638, -76.59428369, 711.60645084, -3.91494267, 34.70504617, 61.99536845, 703.0
TRAF2, 37.01859065, -76.58998084, 656.36590000, 134.95067048, 25.85214852, 0.00000000, 703.0
TRAF1, 37.02382658, -76.59438436, 656.36590000, 128.55808465, 26.38695916, 0.00000000, 703.0
TRAF3, 37.02003668, -76.59429743, 712.63970698, -3.91495094, 34.70504617, 61.99536845, 704.0
TRAF2, 37.01850609, -76.58987475, 656.36590000, 134.95073435, 25.85214852, 0.00000000, 704.0
TRAF1, 37.02375044, -76.59426471, 656.36590000, 128.55815670, 26.38695916, 0.00000000, 704.0
TRAF3, 37.02019697, -76.59431117, 713.67296312, -3.91495921, 34.70504617, 61.99536845, 705.0
TRAF2, 37.01842154, -76.58976867, 656.36590000, 134.95079822, 25.85214852, 0.00000000, 705.0
TRAF1, 37.02367429, -76.59414506, 656.36590000, 128.55822875, 26.38695916, 0.00000000, 705.0
TRAF3, 37.02035727, -76.59432491, 714.70621926, -3.91496749, 34.70504617, 61.99536845, 706.0
TRAF2, 37.01833698, -76.58966258, 656.36590000, 134.95086209, 25.85214852, 0.00000000, 706.0
TRAF1, 37.02359815, -76.59402541, 656.36590000, 128.55830079, 26.38695916, 0.00000000, 706.0
TRAF3, 37.02051757, -76.59433865, 715.73947541, -3.91497576, 34.70504617, 61.99536845, 707.0
TRAF2, 37.01825242, -76.58955650, 656.36590000, 134.95092596, 25.85214852, 0.00000000, 707.0
TRAF1, 37.02352200, -76.59390576, 656.36590000, 128.55837284, 26.38695916, 0.00000000, 707.0
TRAF3, 37.02067786, -76.59435238, 716.77273155, -3.91498404, 34.70504617, 61.99536845, 708.0
TRAF2, 37.01816786, -76.58945041, 656.36590000, 134.95098983, 25.85214852, 0.00000000, 708.0
TRAF1, 37.02344586, -76.59378611, 656.36590000, 128.55844489, 26.38695916, 0.00000000, 708.0
TRAF3, 37.02083816, -76.59436612, 717.80598769, -3.91499231, 34.70504617, 61.99536845, 709.0
TRAF2, 37.01808330, -76.58934433, 656.36590000, 134.95105370, 25.85214852, 0.00000000, 709.0
TRAF1, 37.02336971, -76.59366646, 656.36590000, 128.55851693, 26.38695916, 0.00000000, 709.0
TRAF3, 37.02099846, -76.59437986, 718.83924383, -3.91500058, 34.70504617, 61.99536845, 710.0
TRAF2, 37.01837997, -76.58971652, 656.36590000, 134.95079329, 29.28239045, 0.00000000, 710.0
TRAF1, 37.02329357, -76.59354681, 656.36590000, 128.55858898, 26.38695916, 0.00000000, 710.0
TRAF3, 37.02115875, -76.59439360, 719.87249997, -3.91500885, 34.70504617, 61.99536845, 711.0
TRAF2, 37.01828419, -76.58959636, 656.36590000, 134.95086563, 29.28239045, 0.00000000, 711.0
TRAF1, 37.02321742, -76.59342716, 656.36590000, 128.55866102, 26.38695916, 0.00000000, 711.0
TRAF3, 37.02131905, -76.59440734, 753.78190000, -3.91501713, 34.70504617, 0.00000000, 712.0
TRAF2, 37.01818841, -76.58947620, 656.36590000, 134.95093798, 29.28239045, 0.00000000, 712.0
TRAF1, 37.02314128, -76.59330751, 656.36590000, 128.55873307, 26.38695916, 0.00000000, 712.0
TRAF3, 37.02147935, -76.59442108, 753.78190000, -3.91502540, 34.70504617, 0.00000000, 713.0
TRAF2, 37.01809263, -76.58935604, 656.36590000, 134.95101032, 29.28239045, 0.00000000, 713.0
TRAF1, 37.02306513, -76.59318786, 656.36590000, 128.55880512, 26.38695916, 0.00000000, 713.0
TRAF3, 37.02163964, -76.59443482, 753.78190000, -3.91503368, 34.70504617, 0.00000000, 714.0
TRAF2, 37.01799686, -76.58923588, 656.36590000, 134.95108267, 29.28239045, 0.00000000, 714.0
TRAF1, 37.02298899, -76.59306821, 656.36590000, 128.55887716, 26.38695916, 0.00000000, 714.0
TRAF3, 37.02179994, -76.59444856, 753.78190000, -3.91504194, 34.70504617, 0.00000000, 715.0
TRAF2, 37.01790108, -76.58911571, 656.36590000, 134.95115501, 29.28239045, 0.00000000, 715.0
TRAF1, 37.02291284, -76.59294857, 656.36590000, 128.55894920, 26.38695916, 0.00000000, 715.0
TRAF3, 37.02196024, -76.59446230, 753.78190000, -3.91505024, 34.70504617, 0.00000000, 716.0
TRAF2, 37.01780530, -76.58899555, 656.36590000, 134.95122736, 29.28239045, 0.00000000, 716.0
TRAF1, 37.02283670, -76.59282892, 656.36590000, 128.55902124, 26.38695916, 0.00000000, 716.0
TRAF3, 37.02212061, -76.59447598, 753.78190000, -3.15964234, 35.00003618, 0.00000000, 717.0
TRAF2, 37.01770952, -76.58887539, 656.36590000, 134.95129970, 29.28239045, 0.00000000, 717.0
TRAF1, 37.02276023, -76.59269447, 656.36590000, 118.56028719, 29.99962385, 0.00000000, 717.0
TRAF3, 37.02212061, -76.59447598, 753.78190000, -3.15964234, 35.00003618, 0.00000000, 718.0
TRAF2, 37.01761374, -76.58875523, 656.36590000, 134.95137204, 29.28239045, 0.00000000, 718.0
TRAF1, 37.02276023, -76.59269447, 656.36590000, 118.56028719, 29.99962385, 0.00000000, 718.0
TRAF3, 37.02228179, -76.59446145, 753.78190000, 11.39189510, 35.00003618, 0.00000000, 719.0
TRAF2, 37.01751796, -76.58863508, 656.36590000, 134.95144439, 29.28239045, 0.00000000, 719.0
TRAF1, 37.02271274, -76.59253167, 656.36590000, 101.58326310, 29.99962385, 0.00000000, 719.0
TRAF3, 37.02243489, -76.59439667, 753.78190000, 25.94343254, 35.00003618, 0.00000000, 720.0
TRAF2, 37.01742218, -76.58851492, 656.36590000, 134.95151673, 29.28239045, 0.00000000, 720.0
TRAF1, 37.02270527, -76.59235861, 656.36590000, 84.60623900, 29.99962385, 0.00000000, 720.0
TRAF3, 37.02257009, -76.59428578, 753.78190000, 40.49496998, 35.00003618, 0.00000000, 721.0
TRAF2, 37.01732641, -76.58839476, 656.36590000, 134.95158907, 29.28239045, 0.00000000, 721.0
TRAF1, 37.02273847, -76.59219035, 656.36590000, 67.62921491, 29.99962385, 0.00000000, 721.0
TRAF3, 37.02279702, -76.59400717, 753.78190000, 44.74306629, 34.20853984, 0.00000000, 722.0
TRAF2, 37.01723063, -76.58827460, 656.36590000, 134.95166141, 29.28239045, 0.00000000, 722.0
TRAF1, 37.02280945, -76.59204156, 656.36590000, 50.65219081, 29.99962385, 0.00000000, 722.0
TRAF3, 37.02290951, -76.59386753, 753.78190000, 44.74315037, 34.20853984, 0.00000000, 723.0
TRAF2, 37.01713485, -76.58815444, 656.36590000, 134.95173375, 29.28239045, 0.00000000, 723.0
TRAF1, 37.02291202, -76.59192522, 656.36590000, 33.67516672, 29.99962385, 0.00000000, 723.0
TRAF3, 37.02302200, -76.59372790, 753.78190000, 44.74323444, 34.20853984, 0.00000000, 724.0
TRAF2, 37.01703907, -76.58803428, 656.36590000, 134.95180610, 29.28239045, 0.00000000, 724.0
TRAF1, 37.02303724, -76.59185146, 656.36590000, 16.69814262, 29.99962385, 0.00000000, 724.0
TRAF3, 37.02313449, -76.59358826, 753.78190000, 44.74331852, 34.20853984, 0.00000000, 725.0
TRAF2, 37.01694329, -76.58791413, 656.36590000, 134.95187844, 29.28239045, 0.00000000, 725.0
TRAF1, 37.02317420, -76.59182670, 656.36590000, -0.27888147, 29.99962385, 0.00000000, 725.0
TRAF3, 37.02324697, -76.59344863, 753.78190000, 44.74340260, 34.20853984, 0.00000000, 726.0
TRAF2, 37.01684751, -76.58779397, 656.36590000, 134.95195078, 29.28239045, 0.00000000, 726.0
TRAF1, 37.02331097, -76.59185312, 656.36590000, -17.25590556, 29.99962385, 0.00000000, 726.0
TRAF3, 37.02335946, -76.59330899, 753.78190000, 44.74348668, 34.20853984, 0.00000000, 727.0
TRAF2, 37.01675173, -76.58767381, 656.36590000, 134.95202312, 29.28239045, 0.00000000, 727.0
TRAF1, 37.02356682, -76.59196337, 656.36590000, -19.03194996, 26.51864385, 0.00000000, 727.0
TRAF3, 37.02347195, -76.59316935, 753.78190000, 44.74357077, 34.20853984, 0.00000000, 728.0
TRAF2, 37.01665595, -76.58755366, 656.36590000, 134.95209546, 29.28239045, 0.00000000, 728.0
TRAF1, 37.02356682, -76.59196337, 656.36590000, -19.03194996, 26.51864385, 0.00000000, 728.0
TRAF3, 37.02358443, -76.59302972, 753.78190000, 44.74365485, 34.20853984, 0.00000000, 729.0
TRAF2, 37.01656017, -76.58743350, 656.36590000, 134.95216780, 29.28239045, 0.00000000, 729.0
TRAF1, 37.02378850, -76.59205915, 656.36590000, -19.03248748, 25.21632383, 0.00000000, 729.0
TRAF3, 37.02369692, -76.59289008, 753.78190000, 44.74373893, 34.20853984, 0.00000000, 730.0
TRAF2, 37.01646439, -76.58731334, 656.36590000, 134.95224014, 29.28239045, 0.00000000, 730.0
TRAF1, 37.02389886, -76.59210683, 656.36590000, -19.03251619, 25.21632383, 0.00000000, 730.0
TRAF3, 37.02380941, -76.59275044, 753.78190000, 44.74382301, 34.20853984, 0.00000000, 731.0
TRAF2, 37.01636861, -76.58719319, 656.36590000, 134.95231248, 29.28239045, 0.00000000, 731.0
TRAF1, 37.02400922, -76.59215452, 656.36590000, -19.03254490, 25.21632383, 0.00000000, 731.0
TRAF3, 37.02392189, -76.59261081, 753.78190000, 44.74390709, 34.20853984, 0.00000000, 732.0
TRAF2, 37.01627283, -76.58707303, 656.36590000, 134.95238481, 29.28239045, 0.00000000, 732.0
TRAF1, 37.02411958, -76.59220220, 656.36590000, -19.03257361, 25.21632383, 0.00000000, 732.0
TRAF3, 37.02403438, -76.59247117, 753.78190000, 44.74399118, 34.20853984, 0.00000000, 733.0
TRAF2, 37.01617705, -76.58695288, 656.36590000, 134.95245715, 29.28239045, 0.00000000, 733.0
TRAF1, 37.02422994, -76.59224989, 656.36590000, -19.03260233, 25.21632383, 0.00000000, 733.0
TRAF3, 37.02414686, -76.59233153, 753.78190000, 44.74407526, 34.20853984, 0.00000000, 734.0
TRAF2, 37.01608127, -76.58683272, 656.36590000, 134.95252949, 29.28239045, 0.00000000, 734.0
TRAF1, 37.02434030, -76.59229757, 656.36590000, -19.03263104, 25.21632383, 0.00000000, 734.0
TRAF3, 37.02425935, -76.59219189, 753.78190000, 44.74415934, 34.20853984, 0.00000000, 735.0
TRAF2, 37.01598549, -76.58671257, 656.36590000, 134.95260183, 29.28239045, 0.00000000, 735.0
TRAF1, 37.02445066, -76.59234526, 656.36590000, -19.03265975, 25.21632383, 0.00000000, 735.0
TRAF3, 37.02437184, -76.59205225, 753.78190000, 44.74424343, 34.20853984, 0.00000000, 736.0
TRAF2, 37.01588971, -76.58659241, 656.36590000, 134.95267417, 29.28239045, 0.00000000, 736.0
TRAF1, 37.02456102, -76.59239294, 656.36590000, -19.03268847, 25.21632383, 0.00000000, 736.0
TRAF3, 37.02448432, -76.59191261, 753.78190000, 44.74432751, 34.20853984, 0.00000000, 737.0
TRAF2, 37.01579393, -76.58647226, 656.36590000, 134.95274650, 29.28239045, 0.00000000, 737.0
TRAF1, 37.02467138, -76.59244063, 656.36590000, -19.03271718, 25.21632383, 0.00000000, 737.0
TRAF3, 37.02459681, -76.59177297, 753.78190000, 44.74441160, 34.20853984, 0.00000000, 738.0
TRAF2, 37.01569814, -76.58635211, 656.36590000, 134.95281884, 29.28239045, 0.00000000, 738.0
TRAF1, 37.02401975, -76.59215907, 656.36590000, -19.03252745, 29.41572401, 0.00000000, 738.0
TRAF3, 37.02470929, -76.59163333, 753.78190000, 44.74449569, 34.20853984, 0.00000000, 739.0
TRAF2, 37.01560236, -76.58623195, 656.36590000, 134.95289117, 29.28239045, 0.00000000, 739.0
TRAF1, 37.02414849, -76.59221470, 656.36590000, -19.03256095, 29.41572401, 0.00000000, 739.0
TRAF3, 37.02482177, -76.59149369, 753.78190000, 44.74457978, 34.20853984, 0.00000000, 740.0
TRAF2, 37.01550658, -76.58611180, 656.36590000, 134.95296351, 29.28239045, 0.00000000, 740.0
TRAF1, 37.02427723, -76.59227032, 656.36590000, -19.03259445, 29.41572401, 0.00000000, 740.0
TRAF3, 37.02493426, -76.59135405, 753.78190000, 44.74466386, 34.20853983, 0.00000000, 741.0
TRAF2, 37.01541080, -76.58599165, 656.36590000, 134.95303585, 29.28239045, 0.00000000, 741.0
TRAF1, 37.02440597, -76.59232595, 656.36590000, -19.03262794, 29.41572401, 0.00000000, 741.0
TRAF3, 37.02504249, -76.59120572, 753.78190000, 53.77850842, 34.99997803, 0.00000000, 742.0
TRAF2, 37.01531502, -76.58587149, 656.36590000, 134.95310818, 29.28239045, 0.00000000, 742.0
TRAF1, 37.02453471, -76.59238158, 656.36590000, -19.03266144, 29.41572401, 0.00000000, 742.0
TRAF3, 37.02504249, -76.59120572, 753.78190000, 53.77850842, 34.99997803, 0.00000000, 743.0
TRAF2, 37.01521924, -76.58575134, 656.36590000, 134.95318051, 29.28239046, 0.00000000, 743.0
TRAF1, 37.02466345, -76.59243720, 656.36590000, -19.03269493, 29.41572401, 0.00000000, 743.0
TRAF3, 37.02512070, -76.59102860, 753.78190000, 68.33007003, 34.99997803, 0.00000000, 744.0
TRAF2, 37.01512341, -76.58563112, 656.36590000, 134.57912527, 30.00001455, 0.00000000, 744.0
TRAF1, 37.02479219, -76.59249283, 656.36590000, -19.03272843, 29.41572401, 0.00000000, 744.0
TRAF3, 37.02516088, -76.59083254, 751.99428179, 82.88163165, 34.99997803, -290.61039833, 745.0
TRAF2, 37.01512341, -76.58563112, 656.36590000, 134.57912527, 30.00001455, 0.00000000, 745.0
TRAF1, 37.02492093, -76.59254845, 656.36590000, -19.03276192, 29.41572401, 0.00000000, 745.0
TRAF3, 37.02516043, -76.59063012, 745.15499991, 97.43319327, 34.99997803, -437.91371005, 746.0
TRAF2, 37.01504189, -76.58549107, 656.36590000, 117.60232227, 30.00001455, 0.00000000, 746.0
TRAF1, 37.02504966, -76.59260408, 656.36590000, -19.03279542, 29.41572401, 0.00000000, 746.0
TRAF3, 37.02511940, -76.59043434, 737.85643808, 111.98475488, 34.99997803, -437.91371005, 747.0
TRAF2, 37.01499658, -76.58532732, 656.36590000, 100.62551928, 30.00001455, 0.00000000, 747.0
TRAF1, 37.02517840, -76.59265971, 656.36590000, -19.03282892, 29.41572401, 0.00000000, 747.0
TRAF3, 37.02498215, -76.59007355, 723.25931441, 115.72155760, 32.11063734, -437.91371005, 748.0
TRAF2, 37.01499142, -76.58515413, 656.36590000, 83.64871628, 30.00001455, 0.00000000, 748.0
TRAF1, 37.02530714, -76.59271533, 656.36590000, -19.03286241, 29.41572401, 0.00000000, 748.0
TRAF3, 37.02498215, -76.59007355, 723.25931441, 115.72155760, 32.11063734, -437.91371005, 749.0
TRAF2, 37.01502686, -76.58498661, 656.36590000, 66.67191328, 30.00001455, 0.00000000, 749.0
TRAF1, 37.02543588, -76.59277096, 656.36590000, -19.03289591, 29.41572401, 0.00000000, 749.0
TRAF3, 37.02485930, -76.58975414, 708.66219074, 115.72237936, 30.37668281, -437.91371005, 750.0
TRAF2, 37.01509982, -76.58483934, 656.36590000, 49.69511028, 30.00001455, 0.00000000, 750.0
TRAF1, 37.02556462, -76.59282659, 656.36590000, -19.03292941, 29.41572401, 0.00000000, 750.0
TRAF3, 37.02479826, -76.58959545, 701.36362891, 115.72247492, 30.37668281, -437.91371005, 751.0
TRAF2, 37.01520392, -76.58472517, 656.36590000, 32.71830729, 30.00001455, 0.00000000, 751.0
TRAF1, 37.02569336, -76.59288222, 656.36590000, -19.03296290, 29.41572401, 0.00000000, 751.0
TRAF3, 37.02473722, -76.58943675, 694.06506707, 115.72257048, 30.37668281, -437.91371005, 752.0
TRAF2, 37.01542072, -76.58456333, 656.36590000, 30.73478208, 27.08744650, 0.00000000, 752.0
TRAF1, 37.02582210, -76.59293784, 656.36590000, -19.03299640, 29.41572401, 0.00000000, 752.0
TRAF3, 37.02467619, -76.58927806, 686.76650524, 115.72266604, 30.37668281, -437.91371005, 753.0
TRAF2, 37.01552851, -76.58448306, 656.36590000, 30.73483041, 27.08744650, 0.00000000, 753.0
TRAF1, 37.02595084, -76.59299347, 656.36590000, -19.03302990, 29.41572401, 0.00000000, 753.0
TRAF3, 37.02461515, -76.58911937, 679.46794341, 115.72276160, 30.37668281, -437.91371005, 754.0
TRAF2, 37.01563630, -76.58440280, 656.36590000, 30.73487873, 27.08744650, 0.00000000, 754.0
TRAF1, 37.02607958, -76.59304910, 656.36590000, -19.03306340, 29.41572401, 0.00000000, 754.0
TRAF3, 37.02455411, -76.58896067, 672.16938157, 115.72285715, 30.37668281, -437.91371005, 755.0
TRAF2, 37.01574409, -76.58432253, 656.36590000, 30.73492705, 27.08744650, 0.00000000, 755.0
TRAF1, 37.02620831, -76.59310473, 656.36590000, -19.03309690, 29.41572401, 0.00000000, 755.0
TRAF3, 37.02447496, -76.58879086, 664.87081974, 127.06869863, 35.00010080, -437.91371005, 756.0
TRAF2, 37.01585188, -76.58424226, 656.36590000, 30.73497538, 27.08744650, 0.00000000, 756.0
TRAF1, 37.02633705, -76.59316036, 656.36590000, -19.03313039, 29.41572401, 0.00000000, 756.0
TRAF3, 37.02447496, -76.58879086, 664.87081974, 127.06869863, 35.00010080, -437.91371005, 757.0
TRAF2, 37.01595967, -76.58416200, 656.36590000, 30.73502370, 27.08744650, 0.00000000, 757.0
TRAF1, 37.02646579, -76.59321599, 656.36590000, -19.03316389, 29.41572401, 0.00000000, 757.0
TRAF3, 37.02436200, -76.58864610, 657.57225790, 141.62020921, 35.00010080, -437.91371005, 758.0
TRAF2, 37.01606746, -76.58408173, 656.36590000, 30.73507202, 27.08744650, 0.00000000, 758.0
TRAF1, 37.02659453, -76.59327162, 656.36590000, -19.03319739, 29.41572401, 0.00000000, 758.0
TRAF3, 37.02422363, -76.58854154, 651.56323937, 156.17171978, 35.00010080, -191.08724161, 759.0
TRAF2, 37.01617525, -76.58400146, 656.36590000, 30.73512035, 27.08744650, 0.00000000, 759.0
TRAF1, 37.02672327, -76.59332724, 656.36590000, -19.03323089, 29.41572401, 0.00000000, 759.0
TRAF3, 37.02406873, -76.58848387, 651.36782136, 170.72323035, 35.00010080, 85.26678589, 760.0
TRAF2, 37.01628304, -76.58392120, 656.36590000, 30.73516867, 27.08744650, 0.00000000, 760.0
TRAF1, 37.02685201, -76.59338287, 656.36590000, -19.03326439, 29.41572401, 0.00000000, 760.0
TRAF3, 37.02390722, -76.58847681, 652.78893446, -174.72525907, 35.00010080, 85.26678589, 761.0
TRAF2, 37.01639083, -76.58384093, 656.36590000, 30.73521699, 27.08744650, 0.00000000, 761.0
TRAF1, 37.02698075, -76.59343850, 656.36590000, -19.03329789, 29.41572401, 0.00000000, 761.0
TRAF3, 37.02360143, -76.58857944, 655.63116065, -162.28848863, 33.72600609, 85.26678589, 762.0
TRAF2, 37.01649862, -76.58376066, 656.36590000, 30.73526532, 27.08744650, 0.00000000, 762.0
TRAF1, 37.02710949, -76.59349413, 656.36590000, -19.03333139, 29.41572401, 0.00000000, 762.0
TRAF3, 37.02345269, -76.58863893, 657.05227375, -162.28852446, 33.72600609, 85.26678589, 763.0
TRAF2, 37.01660641, -76.58368039, 656.36590000, 30.73531364, 27.08744650, 0.00000000, 763.0
TRAF1, 37.02723822, -76.59354976, 656.36590000, -19.03336489, 29.41572401, 0.00000000, 763.0
TRAF3, 37.02330395, -76.58869843, 658.47338685, -162.28856028, 33.72600609, 85.26678589, 764.0
TRAF2, 37.01671420, -76.58360012, 656.36590000, 30.73536197, 27.08744650, 0.00000000, 764.0
TRAF1, 37.02736696, -76.59360539, 656.36590000, -19.03339839, 29.41572401, 0.00000000, 764.0
TRAF3, 37.02315521, -76.58875793, 659.89449995, -162.28859611, 33.72600609, 85.26678589, 765.0
TRAF2, 37.01682199, -76.58351986, 656.36590000, 30.73541030, 27.08744650, 0.00000000, 765.0
TRAF1, 37.02749570, -76.59366102, 656.36590000, -19.03343189, 29.41572401, 0.00000000, 765.0
TRAF3, 37.02300647, -76.58881742, 658.72804430, -162.28863193, 33.72600609, 65.76862264, 766.0
TRAF2, 37.01692978, -76.58343959, 656.36590000, 30.73545862, 27.08744650, 0.00000000, 766.0
TRAF1, 37.02762444, -76.59371665, 656.36590000, -19.03346539, 29.41572401, 0.00000000, 766.0
TRAF3, 37.02285774, -76.58887692, 659.82418801, -162.28866776, 33.72600609, 65.76862264, 767.0
TRAF2, 37.01703757, -76.58335932, 656.36590000, 30.73550695, 27.08744650, 0.00000000, 767.0
TRAF1, 37.02775318, -76.59377228, 656.36590000, -19.03349889, 29.41572401, 0.00000000, 767.0
TRAF3, 37.02270900, -76.58893641, 660.92033172, -162.28870358, 33.72600609, 65.76862264, 768.0
TRAF2, 37.01714536, -76.58327905, 656.36590000, 30.73555527, 27.08744650, 0.00000000, 768.0
TRAF1, 37.02788192, -76.59382791, 656.36590000, -19.03353239, 29.41572401, 0.00000000, 768.0
TRAF3, 37.02256026, -76.58899591, 662.01647543, -162.28873940, 33.72600609, 65.76862264, 769.0
TRAF2, 37.01725315, -76.58319878, 656.36590000, 30.73560360, 27.08744650, 0.00000000, 769.0
TRAF1, 37.02801065, -76.59388355, 656.36590000, -19.03356589, 29.41572401, 0.00000000, 769.0
TRAF3, 37.02241152, -76.58905540, 663.11261914, -162.28877523, 33.72600609, 65.76862264, 770.0
TRAF2, 37.01729329, -76.58316889, 656.36590000, 30.73562160, 28.39275789, 0.00000000, 770.0
TRAF1, 37.02813939, -76.59393918, 656.36590000, -19.03359940, 29.41572401, 0.00000000, 770.0
TRAF3, 37.02226278, -76.58911490, 664.20876285, -162.28881105, 33.72600609, 65.76862264, 771.0
TRAF2, 37.01740628, -76.58308475, 656.36590000, 30.73567225, 28.39275789, 0.00000000, 771.0
TRAF1, 37.02826813, -76.59399481, 656.36590000, -19.03363290, 29.41572401, 0.00000000, 771.0
TRAF3, 37.02211405, -76.58917439, 665.30490656, -162.28884687, 33.72600609, 65.76862264, 772.0
TRAF2, 37.01751926, -76.58300061, 656.36590000, 30.73572291, 28.39275789, 0.00000000, 772.0
TRAF1, 37.02839687, -76.59405044, 656.36590000, -19.03366640, 29.41572401, 0.00000000, 772.0
TRAF3, 37.02196531, -76.58923389, 666.40105027, -162.28888269, 33.72600609, 65.76862264, 773.0
TRAF2, 37.01763225, -76.58291647, 656.36590000, 30.73577356, 28.39275789, 0.00000000, 773.0
TRAF1, 37.02852561, -76.59410607, 656.36590000, -19.03369990, 29.41572401, 0.00000000, 773.0
TRAF3, 37.02181657, -76.58929338, 667.49719398, -162.28891852, 33.72600609, 65.76862264, 774.0
TRAF2, 37.01774523, -76.58283233, 656.36590000, 30.73582422, 28.39275789, 0.00000000, 774.0
TRAF1, 37.02865435, -76.59416170, 656.36590000, -19.03373340, 29.41572401, 0.00000000, 774.0
TRAF3, 37.02166783, -76.58935287, 668.59333769, -162.28895434, 33.72600609, 65.76862264, 775.0
TRAF2, 37.01785821, -76.58274819, 656.36590000, 30.73587488, 28.39275789, 0.00000000, 775.0
TRAF1, 37.02878308, -76.59421734, 656.36590000, -19.03376691, 29.41572401, 0.00000000, 775.0
TRAF3, 37.02151909, -76.58941237, 669.68948140, -162.28899017, 33.72600609, 65.76862264, 776.0
TRAF2, 37.01797120, -76.58266406, 656.36590000, 30.73592554, 28.39275789, 0.00000000, 776.0
TRAF1, 37.02891182, -76.59427297, 656.36590000, -19.03380041, 29.41572401, 0.00000000, 776.0
TRAF3, 37.02137035, -76.58947186, 670.78562511, -162.28902597, 33.72600608, 65.76862264, 777.0
TRAF2, 37.01808418, -76.58257992, 656.36590000, 30.73597619, 28.39275789, 0.00000000, 777.0
TRAF1, 37.02904056, -76.59432860, 656.36590000, -19.03383391, 29.41572401, 0.00000000, 777.0
TRAF3, 37.02122658, -76.58952643, 671.88176882, -163.96282889, 31.30933382, 65.76862264, 778.0
TRAF2, 37.01819716, -76.58249578, 656.36590000, 30.73602685, 28.39275789, 0.00000000, 778.0
TRAF1, 37.02916930, -76.59438423, 656.36590000, -19.03386742, 29.41572401, 0.00000000, 778.0
TRAF3, 37.02108727, -76.58957659, 672.97791254, -163.96285908, 31.30933382, 65.76862264, 779.0
TRAF2, 37.01831015, -76.58241164, 656.36590000, 30.73607751, 28.39275789, 0.00000000, 779.0
TRAF1, 37.02929804, -76.59443987, 656.36590000, -19.03390094, 29.41572401, 0.00000000, 779.0
TRAF3, 37.02094796, -76.58962674, 674.07405625, -163.96288928, 31.30933382, 65.76862264, 780.0
TRAF2, 37.01842313, -76.58232750, 656.36590000, 30.73612817, 28.39275789, 0.00000000, 780.0
TRAF1, 37.02942590, -76.59450305, 656.36590000, -28.20119620, 29.99994385, 0.00000000, 780.0
TRAF3, 37.02080866, -76.58967690, 675.17019996, -163.96291948, 31.30933382, 65.76862264, 781.0
TRAF2, 37.01853612, -76.58224336, 656.36590000, 30.73617883, 28.39275789, 0.00000000, 781.0
TRAF1, 37.02942590, -76.59450305, 656.36590000, -28.20119620, 29.99994385, 0.00000000, 781.0
